STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL_CRIMES,CRIME_ZONE,ZONE_CODE
A & N ISLANDS,2001,13.0,0.0,3.0,0.0,3.0,2.0,2.0,0.0,0.0,19.0,1.0,9.0,0.0,52.0,Low,0
A & N ISLANDS,2002,17.0,3.0,2.0,0.0,2.0,2.0,1.0,1.0,0.0,17.0,3.0,4.0,0.0,52.0,Low,0
A & N ISLANDS,2003,21.0,4.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,9.0,2.0,7.0,0.0,51.0,Low,0
A & N ISLANDS,2004,15.0,1.0,10.0,0.0,10.0,3.0,3.0,0.0,0.0,6.0,3.0,5.0,0.0,56.0,Low,0
A & N ISLANDS,2005,14.0,3.0,4.0,0.0,4.0,2.0,1.0,1.0,0.0,11.0,1.0,5.0,0.0,46.0,Low,0
A & N ISLANDS,2006,4.0,4.0,6.0,0.0,6.0,5.0,5.0,0.0,0.0,14.0,4.0,7.0,0.0,55.0,Low,0
A & N ISLANDS,2007,15.0,19.0,3.0,0.0,3.0,12.0,9.0,3.0,1.0,21.0,2.0,18.0,0.0,106.0,Low,0
A & N ISLANDS,2008,8.0,11.0,12.0,0.0,12.0,17.0,13.0,4.0,2.0,24.0,3.0,26.0,0.0,132.0,Low,0
A & N ISLANDS,2009,15.0,4.0,18.0,0.0,18.0,16.0,14.0,2.0,1.0,30.0,7.0,21.0,0.0,146.0,Low,0
A & N ISLANDS,2010,9.0,7.0,24.0,0.0,24.0,10.0,8.0,2.0,0.0,31.0,10.0,9.0,0.0,134.0,Low,0
A & N ISLANDS,2011,14.0,6.0,13.0,0.0,13.0,15.0,12.0,3.0,0.0,15.0,3.0,5.0,0.0,99.0,Low,0
A & N ISLANDS,2012,15.0,3.0,12.0,0.0,12.0,8.0,7.0,1.0,2.0,17.0,4.0,5.0,0.0,86.0,Low,0
A & N ISLANDS,2020,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,15.0,3.0,2.0,0.0,24.0,Low,0
A&N ISLANDS,2019,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,1.0,0.0,42.0,Low,0
ANDHRA PRADESH,2001,2602.0,1555.0,871.0,0.0,871.0,1182.0,765.0,417.0,420.0,3544.0,2271.0,5791.0,7.0,20296.0,High,2
ANDHRA PRADESH,2002,2525.0,1644.0,1002.0,0.0,1002.0,1302.0,854.0,448.0,449.0,3799.0,2024.0,7018.0,0.0,22067.0,High,2
ANDHRA PRADESH,2003,2667.0,1678.0,946.0,0.0,946.0,1485.0,931.0,554.0,466.0,4128.0,2286.0,8167.0,5.0,24259.0,High,2
ANDHRA PRADESH,2004,2579.0,1908.0,1016.0,0.0,1016.0,1526.0,1030.0,496.0,512.0,3817.0,2310.0,8388.0,2.0,24600.0,High,2
ANDHRA PRADESH,2005,2750.0,1724.0,935.0,1.0,934.0,1612.0,995.0,617.0,443.0,3595.0,2508.0,8696.0,3.0,24813.0,High,2
ANDHRA PRADESH,2006,2766.0,1860.0,1049.0,1.0,1048.0,2030.0,1329.0,701.0,519.0,4534.0,2411.0,9164.0,0.0,27412.0,High,2
ANDHRA PRADESH,2007,2665.0,1885.0,1070.0,0.0,1070.0,2097.0,1564.0,533.0,613.0,4406.0,3316.0,11335.0,0.0,30554.0,High,2
ANDHRA PRADESH,2008,2690.0,1942.0,1257.0,0.0,1257.0,1970.0,1396.0,574.0,556.0,4730.0,3551.0,10306.0,0.0,30229.0,High,2
ANDHRA PRADESH,2009,2449.0,1859.0,1188.0,0.0,1188.0,1958.0,1526.0,432.0,546.0,5147.0,3520.0,11297.0,0.0,31110.0,High,2
ANDHRA PRADESH,2010,2538.0,1953.0,1362.0,0.0,1362.0,2053.0,1531.0,522.0,588.0,4634.0,4562.0,12080.0,0.0,33185.0,High,2
ANDHRA PRADESH,2011,2808.0,2229.0,1442.0,0.0,1442.0,2154.0,1612.0,542.0,599.0,4849.0,3658.0,13376.0,0.0,34711.0,High,2
ANDHRA PRADESH,2012,2717.0,2183.0,1341.0,0.0,1341.0,1870.0,1403.0,467.0,504.0,4816.0,3714.0,13389.0,0.0,33745.0,High,2
ANDHRA PRADESH,2019,6.0,177.0,1086.0,0.0,0.0,381.0,589.0,41.0,112.0,4444.0,1892.0,7851.0,1.0,16580.0,High,2
ANDHRA PRADESH ,2020,5.0,0.0,1095.0,0.0,0.0,327.0,534.0,49.0,111.0,4886.0,2342.0,6546.0,0.0,15895.0,High,2
ARUNACHAL PRADESH,2001,83.0,53.0,33.0,0.0,33.0,83.0,55.0,28.0,0.0,78.0,3.0,11.0,0.0,460.0,Low,0
ARUNACHAL PRADESH,2002,61.0,38.0,38.0,0.0,38.0,57.0,38.0,19.0,0.0,68.0,2.0,13.0,0.0,372.0,Low,0
ARUNACHAL PRADESH,2003,77.0,20.0,31.0,0.0,31.0,68.0,51.0,17.0,0.0,43.0,0.0,14.0,0.0,352.0,Low,0
ARUNACHAL PRADESH,2004,67.0,45.0,42.0,0.0,42.0,65.0,41.0,24.0,0.0,61.0,0.0,4.0,0.0,391.0,Low,0
ARUNACHAL PRADESH,2005,81.0,37.0,35.0,0.0,35.0,58.0,39.0,19.0,0.0,67.0,0.0,9.0,0.0,380.0,Low,0
ARUNACHAL PRADESH,2006,60.0,33.0,37.0,0.0,37.0,75.0,51.0,24.0,1.0,63.0,2.0,14.0,0.0,397.0,Low,0
ARUNACHAL PRADESH,2007,68.0,29.0,48.0,0.0,48.0,68.0,44.0,24.0,0.0,72.0,1.0,20.0,0.0,422.0,Low,0
ARUNACHAL PRADESH,2008,72.0,37.0,42.0,0.0,42.0,79.0,47.0,32.0,0.0,72.0,1.0,13.0,0.0,437.0,Low,0
ARUNACHAL PRADESH,2009,59.0,33.0,59.0,0.0,59.0,62.0,28.0,34.0,0.0,58.0,6.0,13.0,0.0,411.0,Low,0
ARUNACHAL PRADESH,2010,75.0,34.0,47.0,0.0,47.0,67.0,46.0,21.0,0.0,84.0,1.0,12.0,0.0,434.0,Low,0
ARUNACHAL PRADESH,2011,65.0,29.0,42.0,0.0,42.0,93.0,60.0,33.0,0.0,51.0,0.0,18.0,0.0,433.0,Low,0
ARUNACHAL PRADESH,2012,73.0,29.0,46.0,0.0,46.0,82.0,58.0,24.0,1.0,67.0,2.0,26.0,0.0,454.0,Low,0
ARUNACHAL PRADESH,2019,1.0,2.0,63.0,0.0,0.0,47.0,68.0,4.0,1.0,80.0,6.0,54.0,0.0,326.0,Low,0
ARUNACHAL PRADESH,2020,0.0,0.0,60.0,0.0,0.0,34.0,45.0,4.0,0.0,73.0,3.0,69.0,0.0,288.0,Low,0
ASSAM,2001,1356.0,481.0,817.0,0.0,817.0,1480.0,1070.0,410.0,59.0,850.0,4.0,1248.0,0.0,8592.0,Medium,1
ASSAM,2002,1253.0,479.0,970.0,0.0,970.0,1595.0,1276.0,319.0,70.0,984.0,7.0,1694.0,0.0,9617.0,Medium,1
ASSAM,2003,1191.0,485.0,1095.0,0.0,1095.0,1628.0,1351.0,277.0,60.0,878.0,6.0,1808.0,0.0,9874.0,Medium,1
ASSAM,2004,1214.0,410.0,1171.0,0.0,1171.0,1906.0,1552.0,354.0,74.0,883.0,11.0,1945.0,0.0,10691.0,High,2
ASSAM,2005,1194.0,503.0,1238.0,0.0,1238.0,1751.0,1456.0,295.0,99.0,899.0,19.0,2206.0,3.0,10901.0,High,2
ASSAM,2006,1207.0,414.0,1244.0,0.0,1244.0,1825.0,1544.0,281.0,105.0,1290.0,10.0,2548.0,0.0,11712.0,High,2
ASSAM,2007,1374.0,451.0,1437.0,0.0,1437.0,1971.0,1471.0,500.0,100.0,789.0,10.0,3000.0,0.0,12540.0,High,2
ASSAM,2008,1426.0,417.0,1438.0,0.0,1438.0,2239.0,1789.0,450.0,103.0,1272.0,2.0,3478.0,0.0,14052.0,High,2
ASSAM,2009,1323.0,417.0,1631.0,0.0,1631.0,2718.0,2092.0,626.0,170.0,1342.0,10.0,4398.0,1.0,16359.0,High,2
ASSAM,2010,1223.0,431.0,1721.0,5.0,1716.0,3250.0,2767.0,483.0,175.0,1400.0,20.0,5410.0,0.0,18601.0,High,2
ASSAM,2011,1303.0,504.0,1700.0,0.0,1700.0,3764.0,3192.0,572.0,121.0,1193.0,8.0,5246.0,2.0,19305.0,High,2
ASSAM,2012,1368.0,670.0,1716.0,0.0,1716.0,3812.0,3360.0,452.0,140.0,1840.0,5.0,6407.0,2.0,21488.0,High,2
ASSAM,2019,26.0,358.0,1581.0,0.0,0.0,853.0,6645.0,757.0,144.0,4256.0,385.0,11107.0,0.0,26112.0,High,2
ASSAM,2020,26.0,0.0,1657.0,0.0,0.0,863.0,5364.0,505.0,148.0,4642.0,90.0,11408.0,0.0,24703.0,High,2
BIHAR,2001,3643.0,3419.0,888.0,0.0,888.0,2159.0,518.0,1641.0,859.0,562.0,21.0,1558.0,83.0,16239.0,High,2
BIHAR,2002,3712.0,3526.0,1040.0,0.0,1040.0,2361.0,744.0,1617.0,927.0,621.0,6.0,1577.0,38.0,17209.0,High,2
BIHAR,2003,3771.0,3540.0,985.0,0.0,985.0,2427.0,674.0,1753.0,909.0,688.0,11.0,1880.0,37.0,17660.0,High,2
BIHAR,2004,3948.0,2995.0,1390.0,1.0,1389.0,3413.0,997.0,2416.0,1029.0,704.0,13.0,2679.0,35.0,21009.0,High,2
BIHAR,2005,3471.0,3307.0,1147.0,0.0,1147.0,2693.0,929.0,1764.0,1014.0,451.0,13.0,1574.0,74.0,17584.0,High,2
BIHAR,2006,3249.0,3303.0,1232.0,0.0,1232.0,2619.0,1084.0,1535.0,1188.0,530.0,53.0,1689.0,42.0,17756.0,High,2
BIHAR,2007,3034.0,3113.0,1555.0,0.0,1555.0,2530.0,1260.0,1270.0,1172.0,853.0,12.0,1635.0,56.0,18045.0,High,2
BIHAR,2008,3139.0,2954.0,1302.0,0.0,1302.0,3047.0,1789.0,1258.0,1210.0,999.0,21.0,1992.0,22.0,19035.0,High,2
BIHAR,2009,3152.0,3068.0,929.0,0.0,929.0,3222.0,1986.0,1236.0,1295.0,726.0,12.0,2532.0,31.0,19118.0,High,2
BIHAR,2010,3362.0,2915.0,795.0,0.0,795.0,3674.0,2569.0,1105.0,1257.0,534.0,16.0,2271.0,8.0,19301.0,High,2
BIHAR,2011,3198.0,3327.0,934.0,1.0,933.0,4268.0,3050.0,1218.0,1413.0,790.0,11.0,2607.0,10.0,21760.0,High,2
BIHAR,2012,3566.0,5452.0,927.0,0.0,927.0,4807.0,3789.0,1018.0,1275.0,118.0,37.0,3686.0,4.0,25606.0,High,2
BIHAR,2019,4.0,110.0,730.0,0.0,0.0,867.0,9025.0,1037.0,1120.0,312.0,11.0,2397.0,0.0,15613.0,High,2
BIHAR,2020,3.0,0.0,806.0,0.0,0.0,745.0,6671.0,607.0,1046.0,584.0,6.0,1935.0,0.0,12403.0,High,2
CHANDIGARH,2001,15.0,10.0,18.0,0.0,18.0,56.0,50.0,6.0,3.0,24.0,15.0,36.0,0.0,251.0,Low,0
CHANDIGARH,2002,31.0,35.0,18.0,0.0,18.0,54.0,47.0,7.0,1.0,36.0,28.0,56.0,0.0,331.0,Low,0
CHANDIGARH,2003,21.0,15.0,18.0,0.0,18.0,32.0,28.0,4.0,1.0,11.0,4.0,93.0,0.0,245.0,Low,0
CHANDIGARH,2004,22.0,19.0,19.0,0.0,19.0,54.0,43.0,11.0,6.0,20.0,18.0,73.0,0.0,304.0,Low,0
CHANDIGARH,2005,18.0,15.0,33.0,0.0,33.0,54.0,45.0,9.0,3.0,31.0,9.0,75.0,0.0,325.0,Low,0
CHANDIGARH,2006,12.0,21.0,19.0,0.0,19.0,65.0,57.0,8.0,10.0,20.0,13.0,102.0,0.0,346.0,Low,0
CHANDIGARH,2007,19.0,26.0,22.0,0.0,22.0,52.0,46.0,6.0,1.0,32.0,11.0,112.0,0.0,349.0,Low,0
CHANDIGARH,2008,17.0,28.0,20.0,0.0,20.0,50.0,42.0,8.0,3.0,19.0,2.0,49.0,0.0,258.0,Low,0
CHANDIGARH,2009,22.0,18.0,29.0,0.0,29.0,40.0,36.0,4.0,2.0,26.0,2.0,51.0,0.0,259.0,Low,0
CHANDIGARH,2010,21.0,30.0,31.0,0.0,31.0,38.0,28.0,10.0,5.0,29.0,4.0,41.0,0.0,268.0,Low,0
CHANDIGARH,2011,24.0,40.0,27.0,0.0,27.0,58.0,46.0,12.0,2.0,21.0,12.0,46.0,0.0,315.0,Low,0
CHANDIGARH,2012,21.0,44.0,27.0,0.0,27.0,87.0,66.0,21.0,5.0,45.0,25.0,73.0,0.0,441.0,Low,0
CHANDIGARH,2019,0.0,2.0,112.0,0.0,0.0,89.0,129.0,8.0,6.0,66.0,15.0,177.0,0.0,604.0,Medium,1
CHATTISGARH,2020,8.0,0.0,1210.0,0.0,0.0,1079.0,1341.0,12.0,71.0,1461.0,279.0,641.0,0.0,6102.0,Medium,1
CHHATTISGARH,2001,880.0,529.0,959.0,0.0,959.0,207.0,171.0,36.0,70.0,1763.0,161.0,840.0,0.0,6575.0,Medium,1
CHHATTISGARH,2002,844.0,453.0,992.0,0.0,992.0,178.0,154.0,24.0,85.0,1483.0,147.0,653.0,0.0,6005.0,Medium,1
CHHATTISGARH,2003,776.0,513.0,898.0,0.0,898.0,177.0,149.0,28.0,79.0,1481.0,105.0,601.0,0.0,5705.0,Medium,1
CHHATTISGARH,2004,927.0,619.0,969.0,0.0,969.0,214.0,174.0,40.0,71.0,1661.0,131.0,741.0,0.0,6516.0,Medium,1
CHHATTISGARH,2005,1013.0,660.0,990.0,0.0,990.0,246.0,184.0,62.0,100.0,1450.0,132.0,732.0,0.0,6559.0,Medium,1
CHHATTISGARH,2006,1098.0,825.0,995.0,0.0,995.0,239.0,178.0,61.0,103.0,1598.0,143.0,717.0,1.0,6953.0,Medium,1
CHHATTISGARH,2007,1097.0,747.0,982.0,0.0,982.0,244.0,181.0,63.0,100.0,1549.0,111.0,824.0,0.0,6880.0,Medium,1
CHHATTISGARH,2008,1169.0,736.0,978.0,0.0,978.0,273.0,216.0,57.0,106.0,1621.0,125.0,897.0,0.0,7156.0,Medium,1
CHHATTISGARH,2009,1083.0,732.0,976.0,0.0,976.0,286.0,229.0,57.0,128.0,1598.0,152.0,893.0,0.0,7110.0,Medium,1
CHHATTISGARH,2010,1065.0,756.0,1012.0,0.0,1012.0,359.0,279.0,80.0,115.0,1706.0,182.0,861.0,2.0,7429.0,Medium,1
CHHATTISGARH,2011,1110.0,747.0,1053.0,0.0,1053.0,472.0,365.0,107.0,104.0,1654.0,174.0,834.0,2.0,7675.0,Medium,1
CHHATTISGARH,2012,998.0,593.0,1034.0,0.0,1034.0,450.0,350.0,100.0,81.0,1601.0,162.0,980.0,0.0,7383.0,Medium,1
CHHATTISGARH,2019,3.0,9.0,1036.0,0.0,0.0,1536.0,2033.0,70.0,76.0,1316.0,232.0,732.0,0.0,7043.0,Medium,1
Chandigarh,2020,0.0,0.0,60.0,0.0,0.0,71.0,90.0,0.0,1.0,42.0,4.0,96.0,0.0,364.0,Low,0
D & N HAVELI,2001,3.0,2.0,6.0,0.0,6.0,4.0,2.0,2.0,0.0,7.0,0.0,4.0,0.0,36.0,Low,0
D & N HAVELI,2002,11.0,2.0,4.0,0.0,4.0,9.0,5.0,4.0,0.0,3.0,0.0,3.0,0.0,45.0,Low,0
D & N HAVELI,2003,11.0,5.0,1.0,0.0,1.0,7.0,4.0,3.0,0.0,4.0,0.0,2.0,0.0,38.0,Low,0
D & N HAVELI,2004,11.0,4.0,7.0,0.0,7.0,12.0,7.0,5.0,0.0,5.0,0.0,3.0,0.0,61.0,Low,0
D & N HAVELI,2005,7.0,5.0,5.0,0.0,5.0,13.0,9.0,4.0,0.0,5.0,0.0,5.0,0.0,58.0,Low,0
D & N HAVELI,2006,9.0,0.0,6.0,0.0,6.0,18.0,14.0,4.0,1.0,5.0,1.0,5.0,0.0,69.0,Low,0
D & N HAVELI,2007,10.0,2.0,7.0,0.0,7.0,9.0,6.0,3.0,0.0,0.0,0.0,3.0,0.0,47.0,Low,0
D & N HAVELI,2008,9.0,2.0,6.0,0.0,6.0,17.0,11.0,6.0,0.0,4.0,0.0,4.0,0.0,65.0,Low,0
D & N HAVELI,2009,10.0,5.0,4.0,0.0,4.0,12.0,9.0,3.0,0.0,2.0,1.0,3.0,0.0,53.0,Low,0
D & N HAVELI,2010,6.0,0.0,3.0,0.0,3.0,18.0,10.0,8.0,0.0,11.0,2.0,3.0,0.0,64.0,Low,0
D & N HAVELI,2011,14.0,2.0,4.0,0.0,4.0,9.0,8.0,1.0,0.0,2.0,0.0,3.0,0.0,47.0,Low,0
D & N HAVELI,2012,7.0,2.0,3.0,0.0,3.0,13.0,9.0,4.0,0.0,2.0,0.0,0.0,0.0,43.0,Low,0
D&N HAVELI,2019,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,0.0,3.0,0.0,11.0,Low,0
DAMAN,2019,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,2.0,0.0,13.0,Low,0
DAMAN & DIU,2001,7.0,5.0,0.0,0.0,0.0,5.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,26.0,Low,0
DAMAN & DIU,2002,8.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,0.0,20.0,Low,0
DAMAN & DIU,2003,6.0,3.0,5.0,0.0,5.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,25.0,Low,0
DAMAN & DIU,2004,3.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,15.0,Low,0
DAMAN & DIU,2005,5.0,2.0,2.0,0.0,2.0,4.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,24.0,Low,0
DAMAN & DIU,2006,6.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,2.0,0.0,2.0,0.0,25.0,Low,0
DAMAN & DIU,2007,12.0,7.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,27.0,Low,0
DAMAN & DIU,2008,2.0,2.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,2.0,1.0,5.0,0.0,20.0,Low,0
DAMAN & DIU,2009,5.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,19.0,Low,0
DAMAN & DIU,2020,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,4.0,0.0,19.0,Low,0
DELHI,2020,1.0,0.0,997.0,0.0,0.0,2760.0,2938.0,176.0,110.0,1840.0,416.0,2557.0,0.0,11795.0,High,2
DELHI UT,2001,1094.0,1020.0,762.0,0.0,762.0,3254.0,1928.0,1326.0,226.0,1004.0,180.0,276.0,0.0,11832.0,High,2
DELHI UT,2002,1062.0,880.0,806.0,0.0,806.0,2646.0,1786.0,860.0,270.0,892.0,256.0,270.0,0.0,10534.0,High,2
DELHI UT,2003,970.0,814.0,980.0,0.0,980.0,2312.0,1594.0,718.0,260.0,978.0,210.0,2422.0,0.0,12238.0,High,2
DELHI UT,2004,962.0,1038.0,1102.0,0.0,1102.0,2418.0,1762.0,656.0,252.0,1202.0,260.0,2508.0,0.0,13262.0,High,2
DELHI UT,2005,910.0,934.0,1316.0,0.0,1316.0,3180.0,2212.0,968.0,228.0,1524.0,450.0,2648.0,2.0,15688.0,High,2
DELHI UT,2006,952.0,1020.0,1246.0,0.0,1246.0,2884.0,2132.0,752.0,274.0,1436.0,288.0,3456.0,0.0,15686.0,High,2
DELHI UT,2007,990.0,1060.0,1196.0,0.0,1196.0,3376.0,2334.0,1042.0,276.0,1736.0,334.0,3574.0,0.0,17114.0,High,2
DELHI UT,2008,1108.0,778.0,932.0,0.0,932.0,3134.0,2272.0,862.0,258.0,1222.0,260.0,2774.0,0.0,14532.0,High,2
DELHI UT,2009,1104.0,738.0,938.0,0.0,938.0,5072.0,3310.0,1762.0,282.0,1104.0,236.0,2566.0,0.0,18050.0,High,2
DELHI UT,2010,565.0,311.0,507.0,0.0,507.0,3208.0,1740.0,1468.0,143.0,601.0,80.0,1404.0,0.0,10534.0,High,2
DELHI UT,2011,543.0,386.0,572.0,0.0,572.0,3767.0,2085.0,1682.0,142.0,657.0,162.0,1575.0,0.0,12143.0,High,2
DELHI UT,2012,521.0,439.0,706.0,0.0,706.0,3970.0,2160.0,1810.0,134.0,727.0,208.0,1985.0,0.0,13366.0,High,2
DELHI UT,2019,5.0,10.0,1253.0,0.0,0.0,3470.0,3672.0,195.0,116.0,2355.0,456.0,3792.0,0.0,15324.0,High,2
DIU,2019,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,8.0,Low,0
GOA,2001,36.0,30.0,12.0,0.0,12.0,9.0,6.0,3.0,2.0,17.0,7.0,11.0,0.0,145.0,Low,0
GOA,2002,30.0,20.0,12.0,0.0,12.0,9.0,5.0,4.0,2.0,18.0,6.0,8.0,0.0,126.0,Low,0
GOA,2003,34.0,25.0,31.0,0.0,31.0,14.0,13.0,1.0,2.0,19.0,7.0,24.0,0.0,201.0,Low,0
GOA,2004,40.0,6.0,37.0,0.0,37.0,13.0,10.0,3.0,2.0,23.0,15.0,17.0,0.0,203.0,Low,0
GOA,2005,45.0,15.0,20.0,0.0,20.0,17.0,12.0,5.0,2.0,30.0,8.0,11.0,0.0,185.0,Low,0
GOA,2006,39.0,17.0,21.0,0.0,21.0,16.0,10.0,6.0,0.0,18.0,7.0,14.0,0.0,169.0,Low,0
GOA,2007,33.0,23.0,20.0,0.0,20.0,12.0,7.0,5.0,2.0,20.0,7.0,14.0,0.0,163.0,Low,0
GOA,2008,49.0,25.0,30.0,0.0,30.0,36.0,28.0,8.0,2.0,32.0,12.0,12.0,0.0,264.0,Low,0
GOA,2009,53.0,24.0,47.0,0.0,47.0,33.0,22.0,11.0,3.0,37.0,10.0,21.0,0.0,308.0,Low,0
GOA,2010,35.0,27.0,36.0,0.0,36.0,25.0,18.0,7.0,1.0,36.0,16.0,17.0,0.0,254.0,Low,0
GOA,2011,48.0,22.0,29.0,0.0,29.0,28.0,17.0,11.0,1.0,29.0,12.0,18.0,0.0,244.0,Low,0
GOA,2012,45.0,35.0,55.0,0.0,55.0,24.0,16.0,8.0,0.0,49.0,16.0,24.0,0.0,327.0,Low,0
GOA,2019,0.0,0.0,72.0,0.0,0.0,35.0,52.0,16.0,1.0,119.0,37.0,9.0,0.0,341.0,Low,0
GOA,2020,1.0,0.0,60.0,0.0,0.0,23.0,31.0,8.0,0.0,67.0,35.0,8.0,0.0,233.0,Low,0
GUJARAT,2001,1226.0,537.0,286.0,0.0,286.0,998.0,857.0,141.0,67.0,756.0,111.0,3667.0,0.0,8932.0,Medium,1
GUJARAT,2002,1532.0,759.0,267.0,0.0,267.0,1015.0,807.0,208.0,62.0,750.0,104.0,3321.0,0.0,9092.0,Medium,1
GUJARAT,2003,1114.0,478.0,236.0,0.0,236.0,1044.0,859.0,185.0,54.0,722.0,92.0,3684.0,0.0,8704.0,Medium,1
GUJARAT,2004,1113.0,469.0,339.0,0.0,339.0,1133.0,905.0,228.0,58.0,757.0,164.0,3955.0,0.0,9460.0,Medium,1
GUJARAT,2005,1033.0,452.0,324.0,0.0,324.0,1164.0,916.0,248.0,48.0,802.0,104.0,4090.0,0.0,9505.0,Medium,1
GUJARAT,2006,1165.0,471.0,354.0,0.0,354.0,1128.0,945.0,183.0,50.0,736.0,138.0,4977.0,0.0,10501.0,High,2
GUJARAT,2007,1166.0,494.0,316.0,0.0,316.0,1312.0,1089.0,223.0,42.0,822.0,120.0,5827.0,0.0,11727.0,High,2
GUJARAT,2008,1106.0,487.0,374.0,0.0,374.0,1323.0,1119.0,204.0,27.0,828.0,122.0,6094.0,0.0,12058.0,High,2
GUJARAT,2009,1020.0,468.0,433.0,0.0,433.0,1348.0,1162.0,186.0,24.0,727.0,114.0,5506.0,0.0,11421.0,High,2
GUJARAT,2010,1048.0,462.0,408.0,0.0,408.0,1447.0,1290.0,157.0,19.0,668.0,110.0,5600.0,0.0,11617.0,High,2
GUJARAT,2011,1126.0,478.0,439.0,0.0,439.0,1614.0,1442.0,172.0,30.0,685.0,93.0,6052.0,0.0,12570.0,High,2
GUJARAT,2012,1126.0,557.0,473.0,0.0,473.0,1720.0,1527.0,193.0,21.0,745.0,93.0,6658.0,0.0,13586.0,High,2
GUJARAT,2019,7.0,1.0,528.0,0.0,0.0,274.0,922.0,23.0,9.0,1048.0,16.0,3619.0,0.0,6447.0,Medium,1
