STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL_CRIMES,CRIME_ZONE,ZONE_CODE
MIZORAM,2007,43.0,21.0,83.0,0.0,83.0,4.0,0.0,4.0,0.0,66.0,0.0,2.0,0.0,306.0,Low,0
MIZORAM,2008,35.0,10.0,77.0,0.0,77.0,9.0,1.0,8.0,0.0,78.0,0.0,5.0,0.0,300.0,Low,0
MIZORAM,2009,31.0,14.0,83.0,1.0,82.0,9.0,0.0,9.0,0.0,61.0,1.0,4.0,0.0,295.0,Low,0
MIZORAM,2010,48.0,27.0,92.0,0.0,92.0,9.0,0.0,9.0,0.0,75.0,0.0,3.0,0.0,355.0,Low,0
MIZORAM,2011,26.0,24.0,77.0,0.0,77.0,6.0,0.0,6.0,0.0,72.0,1.0,9.0,0.0,298.0,Low,0
MIZORAM,2012,30.0,21.0,103.0,0.0,103.0,8.0,3.0,5.0,0.0,85.0,0.0,8.0,0.0,366.0,Low,0
MIZORAM,2019,0.0,0.0,42.0,0.0,0.0,0.0,2.0,0.0,0.0,35.0,0.0,5.0,0.0,84.0,Low,0
MIZORAM,2020,0.0,0.0,33.0,0.0,0.0,1.0,1.0,0.0,0.0,26.0,3.0,7.0,0.0,71.0,Low,0
NAGALAND,2001,101.0,39.0,17.0,0.0,17.0,23.0,6.0,17.0,0.0,6.0,0.0,0.0,0.0,226.0,Low,0
NAGALAND,2002,100.0,34.0,17.0,0.0,17.0,27.0,4.0,23.0,0.0,1.0,0.0,0.0,0.0,223.0,Low,0
NAGALAND,2003,91.0,34.0,14.0,0.0,14.0,38.0,3.0,35.0,0.0,4.0,2.0,0.0,1.0,236.0,Low,0
NAGALAND,2004,70.0,33.0,18.0,0.0,18.0,23.0,4.0,19.0,0.0,3.0,1.0,0.0,0.0,189.0,Low,0
NAGALAND,2005,87.0,26.0,17.0,0.0,17.0,26.0,9.0,17.0,0.0,7.0,0.0,0.0,0.0,206.0,Low,0
NAGALAND,2006,123.0,46.0,23.0,0.0,23.0,31.0,3.0,28.0,0.0,3.0,2.0,3.0,0.0,285.0,Low,0
NAGALAND,2007,111.0,50.0,13.0,0.0,13.0,17.0,6.0,11.0,0.0,8.0,1.0,0.0,0.0,230.0,Low,0
NAGALAND,2008,143.0,47.0,19.0,0.0,19.0,44.0,7.0,37.0,0.0,15.0,1.0,4.0,0.0,336.0,Low,0
NAGALAND,2009,46.0,35.0,22.0,0.0,22.0,52.0,10.0,42.0,0.0,11.0,0.0,0.0,0.0,240.0,Low,0
NAGALAND,2010,45.0,35.0,16.0,0.0,16.0,50.0,6.0,44.0,0.0,13.0,3.0,1.0,0.0,229.0,Low,0
NAGALAND,2011,46.0,43.0,23.0,0.0,23.0,34.0,3.0,31.0,0.0,9.0,0.0,1.0,0.0,213.0,Low,0
NAGALAND,2012,75.0,42.0,21.0,0.0,21.0,27.0,10.0,17.0,0.0,16.0,0.0,0.0,0.0,229.0,Low,0
NAGALAND,2019,0.0,0.0,8.0,0.0,0.0,11.0,13.0,1.0,0.0,8.0,1.0,0.0,0.0,42.0,Low,0
NAGALAND,2020,0.0,0.0,4.0,0.0,0.0,5.0,6.0,1.0,1.0,7.0,2.0,2.0,0.0,28.0,Low,0
ODISHA,2001,987.0,1151.0,790.0,0.0,790.0,522.0,434.0,88.0,294.0,1655.0,458.0,1266.0,0.0,8435.0,Medium,1
ODISHA,2002,1075.0,1372.0,691.0,0.0,691.0,523.0,432.0,91.0,248.0,1605.0,188.0,1167.0,0.0,8083.0,Medium,1
ODISHA,2003,1044.0,1214.0,725.0,0.0,725.0,477.0,373.0,104.0,279.0,1669.0,188.0,1289.0,0.0,8087.0,Medium,1
ODISHA,2004,1066.0,1197.0,770.0,0.0,770.0,526.0,423.0,103.0,319.0,1811.0,170.0,1192.0,0.0,8347.0,Medium,1
ODISHA,2005,1079.0,1279.0,799.0,0.0,799.0,641.0,547.0,94.0,334.0,2238.0,184.0,1671.0,0.0,9665.0,Medium,1
ODISHA,2006,1159.0,752.0,985.0,0.0,985.0,704.0,577.0,127.0,457.0,2415.0,247.0,694.0,12.0,9114.0,Medium,1
ODISHA,2007,1210.0,1105.0,939.0,0.0,939.0,801.0,660.0,141.0,461.0,2775.0,241.0,728.0,0.0,10000.0,High,2
ODISHA,2008,1250.0,1415.0,1113.0,0.0,1113.0,908.0,762.0,146.0,401.0,2782.0,282.0,1618.0,0.0,11790.0,High,2
ODISHA,2009,1250.0,1231.0,1023.0,0.0,1023.0,930.0,799.0,131.0,384.0,2697.0,210.0,2047.0,1.0,11726.0,High,2
ODISHA,2010,1308.0,1436.0,1025.0,0.0,1025.0,1016.0,912.0,104.0,388.0,2905.0,232.0,2067.0,5.0,12423.0,High,2
ODISHA,2011,1477.0,1621.0,1112.0,0.0,1112.0,1139.0,1008.0,131.0,465.0,3207.0,235.0,2320.0,0.0,13827.0,High,2
ODISHA,2012,1548.0,1879.0,1458.0,0.0,1458.0,1542.0,1364.0,178.0,525.0,4187.0,304.0,2638.0,0.0,17081.0,High,2
ODISHA,2019,3.0,151.0,1382.0,0.0,0.0,3795.0,3934.0,0.0,342.0,11308.0,536.0,2739.0,0.0,24190.0,High,2
ODISHA,2020,18.0,0.0,1211.0,0.0,0.0,3512.0,3775.0,55.0,320.0,12605.0,615.0,3659.0,0.0,25770.0,High,2
PUDUCHERRY,2001,25.0,32.0,9.0,0.0,9.0,4.0,3.0,1.0,1.0,35.0,27.0,3.0,0.0,149.0,Low,0
PUDUCHERRY,2002,29.0,43.0,6.0,0.0,6.0,10.0,6.0,4.0,5.0,59.0,26.0,9.0,0.0,203.0,Low,0
PUDUCHERRY,2003,29.0,32.0,2.0,0.0,2.0,18.0,13.0,5.0,1.0,56.0,27.0,4.0,0.0,189.0,Low,0
PUDUCHERRY,2004,25.0,18.0,4.0,0.0,4.0,10.0,8.0,2.0,6.0,50.0,30.0,2.0,0.0,159.0,Low,0
PUDUCHERRY,2005,19.0,24.0,6.0,0.0,6.0,6.0,3.0,3.0,4.0,60.0,26.0,6.0,0.0,163.0,Low,0
PUDUCHERRY,2006,30.0,24.0,9.0,0.0,9.0,18.0,13.0,5.0,3.0,56.0,39.0,19.0,0.0,225.0,Low,0
PUDUCHERRY,2007,34.0,42.0,9.0,0.0,9.0,20.0,14.0,6.0,2.0,89.0,32.0,17.0,0.0,274.0,Low,0
PUDUCHERRY,2008,35.0,35.0,8.0,0.0,8.0,17.0,9.0,8.0,2.0,65.0,21.0,12.0,0.0,220.0,Low,0
PUDUCHERRY,2009,37.0,25.0,1.0,0.0,1.0,18.0,13.0,5.0,0.0,53.0,16.0,10.0,0.0,179.0,Low,0
PUDUCHERRY,2010,33.0,19.0,3.0,0.0,3.0,17.0,14.0,3.0,1.0,46.0,22.0,7.0,0.0,168.0,Low,0
PUDUCHERRY,2011,32.0,22.0,7.0,0.0,7.0,12.0,9.0,3.0,1.0,35.0,16.0,10.0,0.0,154.0,Low,0
PUDUCHERRY,2012,29.0,27.0,13.0,0.0,13.0,19.0,16.0,3.0,0.0,9.0,2.0,6.0,0.0,137.0,Low,0
PUDUCHERRY,2019,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,8.0,0.0,41.0,Low,0
PUDUCHERRY,2020,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,0.0,9.0,0.0,44.0,Low,0
PUNJAB,2001,738.0,789.0,298.0,0.0,298.0,513.0,324.0,189.0,159.0,372.0,47.0,1128.0,0.0,4855.0,Medium,1
PUNJAB,2002,733.0,728.0,299.0,0.0,299.0,551.0,354.0,197.0,166.0,341.0,145.0,944.0,0.0,4757.0,Medium,1
PUNJAB,2003,731.0,644.0,380.0,0.0,380.0,464.0,295.0,169.0,110.0,346.0,199.0,987.0,0.0,4705.0,Medium,1
PUNJAB,2004,775.0,716.0,390.0,0.0,390.0,463.0,311.0,152.0,113.0,261.0,38.0,801.0,0.0,4410.0,Medium,1
PUNJAB,2005,713.0,723.0,398.0,0.0,398.0,478.0,329.0,149.0,99.0,308.0,43.0,729.0,0.0,4367.0,Medium,1
PUNJAB,2006,817.0,898.0,442.0,0.0,442.0,591.0,418.0,173.0,130.0,314.0,60.0,801.0,2.0,5088.0,Medium,1
PUNJAB,2007,760.0,893.0,519.0,0.0,519.0,760.0,545.0,215.0,133.0,427.0,48.0,971.0,0.0,5790.0,Medium,1
PUNJAB,2008,769.0,956.0,517.0,0.0,517.0,718.0,514.0,204.0,128.0,388.0,49.0,984.0,0.0,5744.0,Medium,1
PUNJAB,2009,853.0,1014.0,511.0,0.0,511.0,692.0,513.0,179.0,126.0,319.0,33.0,1061.0,0.0,5812.0,Medium,1
PUNJAB,2010,907.0,994.0,546.0,0.0,546.0,789.0,576.0,213.0,121.0,349.0,38.0,1163.0,0.0,6242.0,Medium,1
PUNJAB,2011,842.0,997.0,479.0,0.0,479.0,681.0,517.0,164.0,143.0,282.0,31.0,1136.0,0.0,5751.0,Medium,1
PUNJAB,2012,855.0,1045.0,680.0,1.0,679.0,919.0,689.0,230.0,118.0,340.0,31.0,1293.0,0.0,6880.0,Medium,1
PUNJAB,2019,0.0,109.0,1002.0,0.0,0.0,20.0,1534.0,82.0,69.0,944.0,35.0,1595.0,0.0,5390.0,Medium,1
PUNJAB,2020,5.0,0.0,502.0,0.0,0.0,11.0,1241.0,29.0,63.0,731.0,28.0,1271.0,0.0,3881.0,Medium,1
RAJASTHAN,2001,1259.0,1923.0,1049.0,0.0,1049.0,2718.0,2165.0,553.0,376.0,2878.0,56.0,5532.0,1.0,19559.0,High,2
RAJASTHAN,2002,1276.0,2043.0,1051.0,0.0,1051.0,2587.0,2019.0,568.0,399.0,2730.0,44.0,5691.0,0.0,19459.0,High,2
RAJASTHAN,2003,1262.0,1977.0,1050.0,0.0,1050.0,2238.0,1750.0,488.0,389.0,2715.0,33.0,5733.0,1.0,18686.0,High,2
RAJASTHAN,2004,1279.0,2030.0,1038.0,0.0,1038.0,2384.0,1881.0,503.0,379.0,2825.0,41.0,6781.0,1.0,20180.0,High,2
RAJASTHAN,2005,1221.0,1920.0,993.0,0.0,993.0,1993.0,1549.0,444.0,361.0,2503.0,28.0,5997.0,0.0,18002.0,High,2
RAJASTHAN,2006,1209.0,1694.0,1085.0,0.0,1085.0,1970.0,1553.0,417.0,394.0,2582.0,31.0,7038.0,3.0,19061.0,High,2
RAJASTHAN,2007,1303.0,1772.0,1238.0,0.0,1238.0,2177.0,1694.0,483.0,439.0,2477.0,28.0,8170.0,0.0,21019.0,High,2
RAJASTHAN,2008,1297.0,1649.0,1355.0,0.0,1355.0,2358.0,1863.0,495.0,439.0,2520.0,19.0,8113.0,0.0,21463.0,High,2
RAJASTHAN,2009,1395.0,1673.0,1519.0,0.0,1519.0,2870.0,2310.0,560.0,436.0,2485.0,24.0,10371.0,0.0,25162.0,High,2
RAJASTHAN,2010,1421.0,1557.0,1571.0,0.0,1571.0,2985.0,2477.0,508.0,462.0,2339.0,23.0,11145.0,0.0,26059.0,High,2
RAJASTHAN,2011,1461.0,1566.0,1800.0,0.0,1800.0,3204.0,2713.0,491.0,514.0,2447.0,9.0,12218.0,0.0,28223.0,High,2
RAJASTHAN,2012,1461.0,1538.0,2049.0,0.0,2049.0,3243.0,2697.0,546.0,478.0,2352.0,18.0,13312.0,0.0,29743.0,High,2
RAJASTHAN,2019,7.0,1019.0,5997.0,0.0,0.0,2222.0,5907.0,2070.0,452.0,8802.0,69.0,18432.0,0.0,44977.0,High,2
RAJASTHAN,2020,8.0,0.0,5310.0,0.0,0.0,2051.0,4739.0,1524.0,479.0,8661.0,85.0,13765.0,0.0,36622.0,High,2
SIKKIM,2001,19.0,11.0,8.0,0.0,8.0,6.0,2.0,4.0,0.0,0.0,14.0,0.0,0.0,72.0,Low,0
SIKKIM,2002,13.0,5.0,6.0,0.0,6.0,9.0,2.0,7.0,0.0,17.0,0.0,3.0,0.0,68.0,Low,0
SIKKIM,2003,14.0,7.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,67.0,Low,0
SIKKIM,2004,16.0,8.0,3.0,0.0,3.0,5.0,4.0,1.0,0.0,40.0,0.0,1.0,0.0,81.0,Low,0
SIKKIM,2005,8.0,16.0,18.0,0.0,18.0,3.0,2.0,1.0,0.0,38.0,0.0,4.0,0.0,108.0,Low,0
SIKKIM,2006,21.0,16.0,20.0,0.0,20.0,8.0,7.0,1.0,0.0,14.0,0.0,6.0,0.0,113.0,Low,0
SIKKIM,2007,9.0,14.0,24.0,0.0,24.0,9.0,9.0,0.0,0.0,13.0,0.0,7.0,0.0,109.0,Low,0
SIKKIM,2008,9.0,7.0,20.0,0.0,20.0,4.0,4.0,0.0,0.0,19.0,0.0,5.0,0.0,88.0,Low,0
SIKKIM,2009,19.0,7.0,18.0,0.0,18.0,6.0,6.0,0.0,0.0,10.0,0.0,6.0,0.0,90.0,Low,0
SIKKIM,2010,17.0,6.0,18.0,0.0,18.0,6.0,6.0,0.0,1.0,11.0,0.0,3.0,0.0,86.0,Low,0
SIKKIM,2011,14.0,7.0,16.0,0.0,16.0,10.0,10.0,0.0,0.0,24.0,0.0,4.0,0.0,101.0,Low,0
SIKKIM,2012,7.0,7.0,34.0,0.0,34.0,10.0,10.0,0.0,1.0,19.0,0.0,4.0,0.0,126.0,Low,0
SIKKIM,2019,0.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,1.0,0.0,38.0,Low,0
SIKKIM,2020,0.0,0.0,12.0,0.0,0.0,11.0,11.0,0.0,0.0,18.0,0.0,1.0,0.0,53.0,Low,0
TAMIL NADU,2001,1662.0,2204.0,423.0,0.0,423.0,952.0,607.0,345.0,191.0,1773.0,1012.0,815.0,14.0,10421.0,High,2
TAMIL NADU,2002,1723.0,2133.0,534.0,0.0,534.0,1001.0,714.0,287.0,243.0,1877.0,1718.0,1052.0,0.0,11816.0,High,2
TAMIL NADU,2003,1591.0,1843.0,557.0,1.0,556.0,879.0,632.0,247.0,220.0,2022.0,881.0,1555.0,1.0,10985.0,High,2
TAMIL NADU,2004,1479.0,1772.0,618.0,0.0,618.0,870.0,692.0,178.0,225.0,1861.0,1081.0,1437.0,0.0,10831.0,High,2
TAMIL NADU,2005,1440.0,1759.0,571.0,1.0,570.0,1029.0,783.0,246.0,215.0,1764.0,665.0,1650.0,0.0,10693.0,High,2
TAMIL NADU,2006,1363.0,1599.0,457.0,0.0,457.0,906.0,718.0,188.0,187.0,1179.0,852.0,1248.0,0.0,9154.0,Medium,1
TAMIL NADU,2007,1633.0,2078.0,523.0,0.0,523.0,1270.0,1097.0,173.0,208.0,1540.0,875.0,1976.0,0.0,11896.0,High,2
TAMIL NADU,2008,1759.0,2327.0,573.0,0.0,573.0,1375.0,1160.0,215.0,207.0,1705.0,974.0,1648.0,0.0,12516.0,High,2
TAMIL NADU,2009,1776.0,2325.0,596.0,0.0,596.0,1372.0,1133.0,239.0,194.0,1242.0,501.0,1460.0,0.0,11434.0,High,2
TAMIL NADU,2010,1875.0,2641.0,686.0,0.0,686.0,1720.0,1464.0,256.0,165.0,1405.0,638.0,1570.0,0.0,13106.0,High,2
TAMIL NADU,2011,1877.0,2962.0,677.0,0.0,677.0,1984.0,1743.0,241.0,152.0,1467.0,464.0,1812.0,0.0,14056.0,High,2
TAMIL NADU,2012,1949.0,2954.0,737.0,0.0,737.0,1945.0,1693.0,252.0,110.0,1494.0,382.0,1965.0,0.0,14218.0,High,2
TAMIL NADU,2020,3.0,0.0,389.0,0.0,0.0,55.0,633.0,32.0,40.0,892.0,31.0,689.0,0.0,2764.0,Medium,1
TAMILNADU,2019,8.0,8.0,362.0,0.0,0.0,85.0,699.0,17.0,28.0,803.0,7.0,781.0,0.0,2798.0,Medium,1
TELANGANA,2019,20.0,42.0,873.0,0.0,0.0,763.0,1322.0,86.0,163.0,4190.0,695.0,8541.0,0.0,16695.0,High,2
TELANGANA,2020,14.0,0.0,764.0,0.0,0.0,896.0,1314.0,91.0,158.0,4907.0,565.0,7453.0,0.0,16162.0,High,2
TOTAL,2020,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,4.0,0.0,18.0,Low,0
TRIPURA,2001,240.0,25.0,102.0,0.0,102.0,93.0,35.0,58.0,16.0,58.0,0.0,227.0,0.0,956.0,Medium,1
TRIPURA,2002,201.0,38.0,108.0,0.0,108.0,128.0,48.0,80.0,16.0,128.0,0.0,236.0,0.0,1091.0,Medium,1
TRIPURA,2003,254.0,87.0,114.0,0.0,114.0,146.0,29.0,117.0,20.0,127.0,0.0,247.0,0.0,1255.0,Medium,1
TRIPURA,2004,189.0,36.0,160.0,0.0,160.0,99.0,54.0,45.0,20.0,134.0,0.0,302.0,0.0,1199.0,Medium,1
TRIPURA,2005,121.0,56.0,162.0,0.0,162.0,85.0,43.0,42.0,34.0,161.0,1.0,439.0,0.0,1306.0,Medium,1
TRIPURA,2006,154.0,52.0,189.0,0.0,189.0,105.0,62.0,43.0,35.0,207.0,0.0,471.0,0.0,1507.0,Medium,1
TRIPURA,2007,138.0,58.0,157.0,0.0,157.0,113.0,81.0,32.0,36.0,244.0,4.0,545.0,0.0,1565.0,Medium,1
TRIPURA,2008,155.0,53.0,204.0,0.0,204.0,146.0,110.0,36.0,16.0,346.0,4.0,735.0,0.0,2009.0,Medium,1
TRIPURA,2009,133.0,59.0,190.0,0.0,190.0,121.0,92.0,29.0,29.0,384.0,5.0,815.0,0.0,2047.0,Medium,1
TRIPURA,2010,150.0,63.0,238.0,0.0,238.0,114.0,91.0,23.0,25.0,376.0,9.0,937.0,0.0,2264.0,Medium,1
TRIPURA,2011,163.0,75.0,205.0,0.0,205.0,154.0,116.0,38.0,30.0,294.0,9.0,702.0,0.0,1991.0,Medium,1
TRIPURA,2012,124.0,79.0,229.0,0.0,229.0,139.0,114.0,25.0,37.0,314.0,7.0,858.0,0.0,2155.0,Medium,1
TRIPURA,2019,0.0,9.0,88.0,0.0,0.0,46.0,138.0,9.0,38.0,153.0,5.0,451.0,0.0,937.0,Medium,1
TRIPURA,2020,2.0,0.0,79.0,0.0,0.0,35.0,110.0,4.0,23.0,115.0,3.0,356.0,0.0,727.0,Medium,1
UTTAR PRADESH,2001,7601.0,7964.0,1958.0,0.0,1958.0,4330.0,2879.0,1451.0,2211.0,2870.0,2575.0,7365.0,0.0,43162.0,High,2
UTTAR PRADESH,2002,6825.0,6283.0,1415.0,1.0,1414.0,3430.0,2298.0,1132.0,1893.0,2145.0,1887.0,5679.0,0.0,34402.0,High,2
UTTAR PRADESH,2003,5284.0,3793.0,911.0,0.0,911.0,2208.0,1499.0,709.0,1322.0,1098.0,4970.0,2626.0,0.0,25331.0,High,2
UTTAR PRADESH,2004,6126.0,5580.0,1397.0,0.0,1397.0,3337.0,2324.0,1013.0,1708.0,1900.0,2682.0,4950.0,3.0,32417.0,High,2
UTTAR PRADESH,2005,5711.0,5637.0,1217.0,0.0,1217.0,2955.0,2256.0,699.0,1564.0,1835.0,2881.0,4505.0,0.0,30477.0,High,2
UTTAR PRADESH,2006,5480.0,4997.0,1314.0,0.0,1314.0,3318.0,2551.0,767.0,1798.0,2096.0,2714.0,5204.0,0.0,31553.0,High,2
UTTAR PRADESH,2007,5000.0,4424.0,1648.0,0.0,1648.0,4478.0,3363.0,1115.0,2076.0,2522.0,2882.0,7650.0,0.0,36806.0,High,2
UTTAR PRADESH,2008,4564.0,4233.0,1871.0,0.0,1871.0,5428.0,4439.0,989.0,2237.0,2955.0,3374.0,8312.0,0.0,40273.0,High,2
UTTAR PRADESH,2009,4534.0,4141.0,1759.0,0.0,1759.0,6083.0,5078.0,1005.0,2232.0,2782.0,2524.0,8566.0,0.0,40463.0,High,2
UTTAR PRADESH,2010,4401.0,4004.0,1563.0,1.0,1562.0,6321.0,5468.0,853.0,2217.0,2793.0,11.0,7978.0,0.0,37172.0,High,2
UTTAR PRADESH,2011,4951.0,4653.0,2042.0,0.0,2042.0,8500.0,7525.0,975.0,2322.0,3455.0,3.0,7121.0,0.0,43589.0,High,2
UTTAR PRADESH,2012,4966.0,4811.0,1963.0,0.0,1963.0,8878.0,7910.0,968.0,2244.0,3247.0,8.0,7661.0,0.0,44619.0,High,2
UTTAR PRADESH,2019,34.0,358.0,3065.0,0.0,0.0,1332.0,11649.0,22.0,2410.0,11988.0,42.0,18304.0,0.0,49204.0,High,2
UTTAR PRADESH,2020,31.0,0.0,2769.0,0.0,0.0,1359.0,9109.0,2.0,2274.0,9864.0,28.0,14454.0,0.0,39890.0,High,2
UTTARAKHAND,2001,316.0,279.0,74.0,0.0,74.0,183.0,126.0,57.0,56.0,103.0,84.0,301.0,0.0,1653.0,Medium,1
UTTARAKHAND,2002,292.0,249.0,89.0,0.0,89.0,198.0,155.0,43.0,66.0,145.0,97.0,316.0,1.0,1740.0,Medium,1
UTTARAKHAND,2003,268.0,236.0,107.0,0.0,107.0,171.0,134.0,37.0,93.0,136.0,98.0,317.0,0.0,1704.0,Medium,1
UTTARAKHAND,2004,262.0,247.0,115.0,0.0,115.0,213.0,127.0,86.0,82.0,143.0,110.0,405.0,0.0,1905.0,Medium,1
UTTARAKHAND,2005,279.0,202.0,133.0,0.0,133.0,203.0,125.0,78.0,63.0,100.0,89.0,272.0,0.0,1677.0,Medium,1
UTTARAKHAND,2006,274.0,215.0,147.0,0.0,147.0,212.0,183.0,29.0,80.0,153.0,113.0,358.0,0.0,1911.0,Medium,1
UTTARAKHAND,2007,268.0,228.0,117.0,0.0,117.0,253.0,227.0,26.0,70.0,146.0,63.0,463.0,0.0,1978.0,Medium,1
UTTARAKHAND,2008,223.0,217.0,87.0,0.0,87.0,247.0,222.0,25.0,73.0,120.0,306.0,340.0,0.0,1947.0,Medium,1
UTTARAKHAND,2009,195.0,185.0,111.0,0.0,111.0,275.0,247.0,28.0,94.0,119.0,249.0,361.0,0.0,1975.0,Medium,1
UTTARAKHAND,2010,176.0,219.0,121.0,0.0,121.0,286.0,249.0,37.0,75.0,125.0,165.0,334.0,0.0,1908.0,Medium,1
UTTARAKHAND,2011,178.0,189.0,129.0,0.0,129.0,314.0,283.0,31.0,83.0,116.0,72.0,307.0,0.0,1831.0,Medium,1
UTTARAKHAND,2012,217.0,161.0,148.0,0.0,148.0,297.0,256.0,41.0,71.0,139.0,73.0,368.0,0.0,1919.0,Medium,1
UTTARAKHAND,2019,2.0,21.0,526.0,0.0,0.0,101.0,375.0,150.0,57.0,475.0,10.0,644.0,0.0,2361.0,Medium,1
UTTARAKHAND,2020,0.0,0.0,487.0,0.0,0.0,124.0,349.0,161.0,65.0,474.0,43.0,668.0,0.0,2371.0,Medium,1
WEST BENGAL,2001,1594.0,449.0,709.0,0.0,709.0,875.0,695.0,180.0,265.0,954.0,48.0,3859.0,3.0,10340.0,High,2
WEST BENGAL,2002,1444.0,413.0,759.0,0.0,759.0,831.0,694.0,137.0,273.0,964.0,34.0,4069.0,1.0,10378.0,High,2
WEST BENGAL,2003,1425.0,400.0,1002.0,0.0,1002.0,902.0,801.0,101.0,329.0,1186.0,71.0,4948.0,1.0,12168.0,High,2
WEST BENGAL,2004,1425.0,390.0,1475.0,0.0,1475.0,1200.0,1018.0,182.0,396.0,1566.0,64.0,6334.0,12.0,15537.0,High,2
WEST BENGAL,2005,1453.0,434.0,1686.0,0.0,1686.0,1207.0,1039.0,168.0,446.0,1572.0,54.0,6936.0,61.0,16742.0,High,2
WEST BENGAL,2006,1425.0,672.0,1731.0,0.0,1731.0,1355.0,1199.0,156.0,445.0,1837.0,63.0,7414.0,1.0,18029.0,High,2
WEST BENGAL,2007,1652.0,877.0,2106.0,0.0,2106.0,1800.0,1590.0,210.0,451.0,2281.0,99.0,9900.0,5.0,23077.0,High,2
WEST BENGAL,2008,1811.0,1732.0,2263.0,0.0,2263.0,2332.0,1907.0,425.0,451.0,2396.0,94.0,13663.0,5.0,29342.0,High,2
WEST BENGAL,2009,2068.0,2119.0,2336.0,0.0,2336.0,2750.0,2187.0,563.0,506.0,1942.0,108.0,16112.0,5.0,33032.0,High,2
WEST BENGAL,2010,2398.0,2111.0,2311.0,0.0,2311.0,3345.0,2764.0,581.0,507.0,2465.0,163.0,17796.0,8.0,36760.0,High,2
WEST BENGAL,2011,2109.0,2242.0,2363.0,0.0,2363.0,4285.0,3711.0,574.0,510.0,2363.0,200.0,19772.0,0.0,40492.0,High,2
WEST BENGAL,2012,2252.0,2854.0,2046.0,0.0,2046.0,5117.0,4168.0,949.0,593.0,3345.0,556.0,19865.0,12.0,43803.0,High,2
WEST BENGAL,2019,6.0,944.0,1069.0,0.0,0.0,2831.0,4249.0,698.0,444.0,3399.0,391.0,16951.0,1.0,30983.0,High,2
WEST BENGAL,2020,9.0,0.0,1128.0,0.0,0.0,4858.0,7740.0,1990.0,522.0,2488.0,446.0,19962.0,0.0,39143.0,High,2
